,Komentar
1137,"

 @Fajar Rizqi  stop ekspor menyak me tah ke luar...maksimalkan pertamina
"
1138,"

 @Sadur Head lah ente bisa mengkritik tapi gak bisa kasih solusi, ?
"
1139,"

Indonesia bukan produsen minyak lagi bos, mana di ekspor? Impor iya.
"
1140,"

 @dedi riyan  cerdas.. tp pertanyaannya. Apa cadangan minyak mentah kita itu luar biasa banyak ( sprt saudi arabia, rusia, dll ), smp2 berani stop ekspor minyak??
"
1141,"

 @dedi riyan  percuma kalau kaya gitu sih tar malah segelintir orang gak dapet jatah
"
1142,"

 @ Fyodor Gavril  ga masalah mau naik 100% juga yang penting pendapatan gaji lebih besar kan, masalahnya cukup ga gaji misalkan penghasilan 4 juta anak 2. Sebulan.. ? Belum bayar cicilan . Emang gimana sih hidup?
"
1143,"

Wonderful Indonesia Dengan Kearifan Lokal Yang Tiada Tara 
"
1144,"

udah bengkak buat subsidi BBM nya  itu ada diberita
"
1145,"

​ @Sadur Head  kalau mau gaji besar ya jadi direktur/CEO/ pengusaha boss, ane di papua jaman pak sby bensin 50rb boss, gaji 3jt itupun bensin susah nya minta ampun toh adem ayem aja papua, balik ke jawa usaha tambak udang, sekaraanng udah punya sawah, ternak kambing, sapi

jalani saja boss jangan ngeluh ke pemerintah percuma, ntar kita demo boss kalau gaji DPR naik  
"
1146,"

 @Fajar Rizqi  saya tinggal di riau bg....kalau ga banyak mana mungkin ada blok blok baru di buka....ekplorasi sumur baru terus dibuka....
"
1147,"

 @Koko Heru Tjahjono  kita bukan produsen minyak olahan...tapi kita produsen minyak mentah broo
Minyak mentah di jual ke luar trus minyak olahan nya kita beli broo....ibarat lo jual kangkung di pasar ..pas mau makan lo beli cah kangkung di warung...
"
1148,"

 @ Fyodor Gavril  gaji 3 juta jaman sby gede bos
"
1149,"

Gue aja dulu 1,7 gaji cukup
"
1150,"

 @Sadur Head  lek ndik jawa yo gede boss, tapi lek di papua  coba en po'o jaman itu susah beli2, opo gak susah, serba mahal,  wes paling enak itu ndik jawa wes
"
1151,"

 @ Fyodor Gavril  sudahlah saya malas berdebat, kalau menurut anda itu baik ya mungkin anda termasuk orang yang berkecukupan sekarang. Saya hanya memwakili orang yang hidupnya susah untuk memenuhi kebutuhan sehari harinya. Ditambah hari ini ada kenaikan yang kedepannya tidak tau akan menjadi seperti apa.semoga masih bisa hidup dengan sejahtra.
"
1152,"

Smoga bapak sehat sllu..

Aamiin
"
1153,"

Meski harga BBM naik atau Subsidi dikurang, yang penting Negara tidak banģkrut sprti Negara² diluar sana, yang dampaknya lebih parah.
Kami tetap menghormati keputusan pemerintah meski blm punya kendaraan roda 4. Menikmati dan bersyukur atas ni'mat yang Tuhan telah berikan terhadap kami.
Semoga NKRI bertambah berkah, bermartabat, jaya selamanya. Aamiin.
"
1154,"

Saatnya pindah ke listrik
"
1155,"

Joz pak de, lanjutkan, tetap semangat. Klo perlu 3 periode.
"
1156,"

MANTUL PEMERINTAH DUKUNG MAFIA2 BBM SOLAR SUBSIDI NAIK SEDIKIT DARI PADA PERTALAIK NAE 10RIBU TETAP BISNIS2 BBM SOLAR YANG MENANG PEJABAT2 DEPOT PERTAMINA,SOPIR TANGKI,PEMILIK MOBIL TANGKI,PEMILIK SPBU,TNI,POLRI ANAK BUAT SPBU BAGIAN NOZEL NON SUBSIDI SOLAR 17RBU TETAP ANTRI BBM SOLAR MANTAP2 PEMERINTA TELAH DUKUNG MAFIA2 BBM SOLAR SUBSIDI.
"
1157,"

Apa hubunganya kenaikan BBM dg TNI bro kok sebut2 Nama Institusi TNI
"
1158,"

10 Priode bg
"
1159,"

Bantuan tak akan mengimbangi melonjaknya harga barang barang yg sulit dikendalikan karena pemililk pengusa yg semuanya sendiri...
"
1160,"

Selamat bahagia buat para pejabat dan penguasa negara ini,, dan buat para masyarakat ttp tersenyum karena bisa membuat mereka bahagia
"
1161,"

Para Pnjajah tersenyum lebar dr dlu
"
1162,"

Ayo semangat bekerja dan bersyukur insyaallah bisa tetap berjalan dengan baik
"
1163,"

BLT harus di kontro sampai ke paling bawah karena bukti banyak yang di selewengkan
"
1164,"

Yg jd lucu siapa yg nyelewengkan om?
"
1165,"

Setuju
"
1166,"

 @INDONESIA PARAMA  msh murah klo 10rb perliter, harusnya 100rb. Kita bangga koq bbm naik
"
1167,"

 @Rusmini Rushady  sejuta aja seliter biar mantap
"
1168,"

 @anonymous  
1triliun perliter nanggung , masih mampu kok pemuja Jokowi belinya
"
1169,"

setuju kalo begini.. biar yang pake innova, crv, pajero, yang sekali sedot bisa pulhan liter, senep banget antri pertalite buat motor, sambil ngeliat mobil mewah isi pake pertalite, ga tau malu... bisa beli mobil mahal masa ga bisa beli pertamax atau pertamax turbo...
"
1170,"

Tuhan Yesus terima kasih atas berkatmu kepada saya dan bangsa indonesia  indonesia pasti bisa 
"
1171,"

Yesus turunin donk harga BBM
"
1172,"

 @Yhono Punk  Alloh turunin BBM dong
"
1173,"

Yesus naik BBMnya jangan tinggi2 kasih tau tuh Jokowi
"
1174,"

Mending makan kue sus
"
1175,"

Amiiiin 
"
1176,"

 @yogesvara  Yesus bilang dong ke si jae, naikin sekalian jdi 100 k/ liter..
"
1177,"

 @Ana Puspadewi  pengikut Yesus tidak takut bensin naik 
"
1178,"

 @latuza manat  Pura2 Sejahtra 
"
1179,"

 @latuza manat  ..gpp..212 akan di gelar lagi 2023,paas KOJOWI TUMBANG
"
1180,"

Sorry,turunin dulu gua di jemuran,baru gua turunin minyak sontoloyo nya
"
1181,"

 @latuza manat  memang TdK takut,yg ditakutkan kpn jasjus nya turun??
"
1182,"

 @Anang bungaz  
QS. An-Nisa Ayat 158

بَلْ رَّفَعَهُ اللّٰهُ اِلَيۡهِ‌ ؕ وَكَانَ اللّٰهُ عَزِيۡزًا حَكِيۡمًا

Tetapi Allah telah mengangkat Isa ke hadirat-Nya. Allah Mahaperkasa, Mahabijaksana
"
1183,"

 @latuza manat  nabi Isa bukan jajsjus,jasjus bukan nabi Isa. Nabi Isa adalah utusan Allah,bukan tuhan yg doyan nancep ditiang.
"
1184,"

 @Anang bungaz  
Di quran sama tuh 
QS. Al-'Ankabut Ayat 46

وَلَا تُجَادِلُوۡٓا اَهۡلَ الۡكِتٰبِ اِلَّا بِالَّتِىۡ هِىَ اَحۡسَنُ ۖ اِلَّا الَّذِيۡنَ ظَلَمُوۡا مِنۡهُمۡ‌ وَقُوۡلُوۡٓا اٰمَنَّا بِالَّذِىۡۤ اُنۡزِلَ اِلَيۡنَا وَاُنۡزِلَ اِلَيۡكُمۡ وَاِلٰهُـنَا وَاِلٰهُكُمۡ وَاحِدٌ وَّنَحۡنُ لَهٗ مُسۡلِمُوۡنَ

Dan janganlah kamu berdebat dengan Ahli Kitab, melainkan dengan cara yang baik, kecuali dengan orang-orang yang zhalim di antara mereka, dan katakanlah, ""Kami telah beriman kepada (kitab-kitab) yang diturunkan kepada kami dan yang diturunkan kepadamu; Tuhan kami dan Tuhan kamu satu; dan hanya kepada-Nya kami berserah diri
"
1185,"

Apakah ada nama jasjjus di Qur'an??
"
1186,"

 @Anang bungaz  ada  kok malah dijelaskan trinitas bapa putra dan rohul kudus dan di suruh menyembah nya  
QS. An-Nisa Ayat 172

لَنۡ يَّسۡتَـنۡكِفَ الۡمَسِيۡحُ اَنۡ يَّكُوۡنَ عَبۡدًا لِّـلَّـهِ وَلَا الۡمَلٰٓٮِٕكَةُ الۡمُقَرَّبُوۡنَ‌ؕ وَمَنۡ يَّسۡتَـنۡكِفۡ عَنۡ عِبَادَ تِهٖ وَيَسۡتَكۡبِرۡ فَسَيَحۡشُرُهُمۡ اِلَيۡهِ جَمِيۡعًا

Al-Masih(isa) sama sekali tidak enggan menjadi hamba Allah, dan begitu pula para malaikat yang terdekat. Dan barangsiapa enggan menyembah-Nya dan menyombongkan diri, maka Allah akan mengumpulkan mereka semua kepada-Nya
"
1187,"

 @Anang bungaz  
QS. Az-Zukhruf 61

وَاِنَّهٗ لَعِلۡمٌ لِّلسَّاعَةِ فَلَا تَمۡتَرُنَّ بِهَا وَاتَّبِعُوۡنِ‌ؕ هٰذَا صِرَاطٌ مُّسۡتَقِيۡمٌ

 Dan sungguh, dia (Isa) itu benar-benar menjadi pertanda akan datangnya hari Kiamat. Karena itu, janganlah kamu ragu-ragu tentang (Kiamat) itu dan ikutilah Aku. Inilah jalan yang lurus

Qs yasin 61
وَّاَنِ اعۡبُدُوۡنِىۡ ؔ‌ؕ هٰذَا صِرَاطٌ مُّسۡتَقِيۡمٌ

dan hendaklah kamu menyembah-Ku. Inilah jalan yang lurus
"
1188,"

Negara sedang tidak baik2 saja...Semoga Tuhan Yang Maha Esa melindungi kita semua
"
1189,"

Woww... Luar biasa.
Saatnya menunggu barang - barang pokok juga akan ikut naik, dan juga saatnya Sepeda akan kembali banyak digunakan oleh orang - orang untuk alat transportasi.. Indonesia ku sehat.
"
1190,"

Indonesia makin parah, tidak sesuai sama gaji dan pangan
"
1191,"

...Benar pa, yang menikmati subsidi BBM lebih banyak dinikmati orang2 tertentu...semangat.. 
"
1192,"

Kenapa TBS tidak sesuai dengan harga minyak dunia, rakyat kecil makin tertekan,, Alhamdulillah 
"
1193,"

Kami pensiunan sudah susah semangkin terpuruk, kami tidak dapat bantuan apapun dari pemerintah, gaji sudah tidak layak, malahan kami dibilang hanya beban apbn, kami mengabdi pada negara kurang lebih tiga puluh tahun, sekarang bbm naik pasti semua bahan pokok naik, tidak tau apa lagi derita kedepan semangkin suram
"
1194,"

sambil berharap cemas semoga pertalite dan solar tidak naik, ternyata naik juga,,pada naik dong harga-harga kebutuhan yg lainnya.
"
1195,"

HANYA KEPADA ALLOH KAMI BERLINDUNG  DARI PEJABAT YG GAK AMANAH DAN PENDUSTA, SEKARANG RAKYAT MELARAT , SIAPA YG  MAKIN NIKMAT?
"
1196,"

Ditempat kami blt tidak pernah tepat sasaran Pak, perangkat desa semakin kaya dan yang dapat bantuan hanya linkungan keluarga mereka dan yang dekat dengan mereka saja, tolong dipikirkan kembali Pak
"
1197,"

Gue salut di era Jokowi BBM naik mulus tanpa demo besar-besaran
"
1198,"

Yang gak Terima atas keputusan pemerintah gak usah pake BBM pake sepeda tradisional kalo gak pake motor, sepeda dan mobil listrik aja gak usah pake kendaraan BBM atau bisa pake kendaraan umum aja kalo bepergian kalo gak punya kendaraan listrik kalo gak sepeda 
"
1199,"

Sebenernya Bantuan2 yang disebut lumayan lah, tapi di daerah banyak yang kurang amanah, ujung2 nya kecewa, selama koruptor gak dihukum berat, jadi program ini jadi ga efektif
"
1200,"

Hidup Pak Jokowi semoga dngan naiknya BBM ini bisa untuk membayar hutang , ekonomi meroket, masyarakat miskin mendapatkan subsidi, rakyat Indonesia sejahtera, asalkan uangnya tidak dikorupsi , tetapi menjelang pemilu, negara memang butuh uang yang banyak.
"
1201,"

Haru dan salut atas kebijakan yg diputuskan dgn segala rincian yg hati2 demi utk rakyat... makaseh Pakjokowiku atas kinerja yg sangat langka dan semoga kelak ada penerus sepertimu... sehat n sukses selalu bsrta team kabinet utk menuju NKRI maju.
"
1202,"

Situ waras??? Kek berlebihan tau gak klo lo muji2...... Efek domino ke rakyat g mampu lo dah pikirin???apa lo ngincer jadi staf komisaris kah???
"
1203,"

Wkwkw
"
1204,"

Gimana Pak Presiden kalo IKN di stop dulu? menunggu situasi ekonomi membaik dan stabil. Sehat selalu buat Pak Jokowi
"
1205,"

jgn disetop. cara mengambil dananya cukup naikkin lg pertalit jd 30rb
"
1206,"

IKN jalan terus supaya engga ngumpul di pulau jawa
"
1207,"

Semoga presiden selanjutnya lebih baik daripada pemerintahan pak jokowi, amin
"
1208,"

Bukan soal kenaikan BBM, Tetapi dampak domino yg dihasilkan sangat dahsyat pada kenaikan harga bahan pokok
"
1209,"

Hooh itu yang paling ditakutin
"
1210,"

Sy percaya bhw niat baik pemerintah adlh baik utk rakyatnya. Yg jadi mslh adlh kontrolnya yg tdk baik. Kali ini mhn maaf sy pribadi komentar negatif. Orang kaya tetap tdk pengaruh apa2 lha yg miskin/rentan miskin jadi repot sekali. Sy tdk singgung siapa2. Cuma bilang: ada yg senang tapi sy pribadi senep, ada yg senang tepuk2 tangan tapi sy pribadi badan di engkuk2. Tolong cek keadaan sy, pensiun Rp 1,2 jt per bln, istri usaha sedptny hasil kurang dari Rp 2jt. Ug namanya bantuan apapun tdk pernah dpt, motor cuma satu dan umurnya sdh tua, anak satu blm dpt kerja walaupun lulus cumlaude. Utk bertahan hidup dari th ke th numpuk utang akhirnya bengkak di ats Rp 50 jt. Mau jual rumah utk lunasi hutang blm laku. Ya prinsipnya sy setuju niat bsik pementah  yg jadi masalah sejak Pak Suharto sampai sekarang niat baik pemetintah, secara pribadi blm pernah ngerti. Ya itu tadi akhirnya utsng jadi menumpuk. Trima kasih Pak Presuden dan para Menterinya yg hebat2 sfh ambil kebijakan yg selalu ditunggu rakyat
"
1211,"

Meskipun 20 ribu jg kejangkau bos joko,, skalin 100 ribu /litr pak naikin nya, asal kuli bangunan 1 jt sehari,,, ️️️️
"
1212,"

  bro bro beli motor bisa masak beli BBM saja gak ada
"
1213,"

beli motor harga berjuta2 bisa beli kok beli bensin 1 liter 10 ribu pd ribut
"
1214,"

 @sulastri sulastri  Kambing pelihara !!!!
"
1215,"

Lucu komen anda...
"
1216,"

Yg penting pendapatan rakyat ini di katrol agar bisa beli BBM meskipun dinaikan seenaknya. Lha sekarang rakyatnya lagi susah kok mlh di jepit BBM naik itu otomatis bahan bahan jugs naik. Garam dapur. Minyak goreng dah naik ini bakal naik lagi.
"
1217,"

Yok para K-DRUNK boikot BBM jangan di beli pertalite nya.  Jual motor elu sekarang juga, ganti sama sepeda. Hidup elu bisa lebih sehat  
"
1218,"

 @sulastri sulastri  mikir nya gimana sih, emang motor diisi cuma 1 liter seumur hidup? Kan itu motor harus direfill pake bensin sesuai spesifikasi nya.
Dan klo motor ya berjuta juta karna beli nya ga sesering bbm, lawak banget
"
1219,"

 @Seno ID  ya kl gitu gk ush beli motor biar gk beli bensin 
km pikir jg ya seandainya km mau mkn nasi itu emang pdinya gk hrs nanam dl semua itu kita trima yg harga bbm naik bkn Indonesia aza
"
1220,"

 @sulastri sulastri  yang mikir bbm cuma buat motor aja, dangkal bener mikir nya, bahan makanan emang nyampe nya ke tangan konsumen pake gerobak
"
1221,"

Harapan saya semoga bahan bakar dinaikan lagi jadi 35.000 perliter harga air minum 50.000 perliter nasi Padang pake telor 30.000 perporsi.
"
1222,"

Monggo buat anda sendiri saya ogah boss harga segitu
"
1223,"


"
1224,"

Bravo pak presiden 
Subsidi lebih banyak dinikmati kalangan ekonomi ke atas dan kelompok penimbun BBM subsidi demi keuntungan pribadinya, kalau perlu subsidinya benar benar di hapus aja pak biar seutuhnya anggaran untuk subsidi ini di salurkan langsung ke masyarakat kalang ekonomi bawah dalam bentuk bantuan langsung tunai dan langsung di awasi KPK/kejaksaan secara ketat penyalurannya sehingga tidak terjadi penyelewengan bansos tersebut
"
1225,"

Gunanya my pertamina apa?
"
1226,"

bazzer
"
1227,"

@Trans Papua Bravo sambo
"
1228,"

BUZZERR NGOMONG AMA TELEPUS NIH
"
1229,"

 @Izal Secroepp  emg buzzer dia
"
1230,"

Setuju ...pemaparan anda ...lebih baik di alihkan ke bantuan sosial  pada  yg benar benar membutuhkan ...
"
1231,"

Mana ada tepat sasaran,di kampung aku yang dapat itu hanya keluarga dari lurah,sekdes,dan rt saja,banyak bgtttt yang menghiba untuk bansos tapi sll bilang gak ada kuota,padahal semua perangkat desa yang kaya raya pun semua dapat bansos mungkin berkali lipat,pake surat bodong
"
1232,"

 @Ariyani Kuniya  lu laporin aja ke KPK atau kejaksaan  kalau memang ada penyelewengan bantuan seperti kata lu, kenapa lu harus mengadu ke gua
"
1233,"

 @Izal Secroepp  lu pasti perampok jadi ngomongnya ngawur aja 
"
1234,"

Mengharap bantuan tunai lg???mental masyarakat rusak, gak mau kerja lagi
"
1235,"

 @Kaos Mrmusk  lu nanya ke Pertamina biar lu paham oke
"
1236,"

Apaan gw kemarin2 sering beli pertalite buat motor 2liter aja, ngantri panjang2 sudah habis jam 2 akhirnya beli pertamax, apa mau kaya gini lagi langka padahal harga sudah dinaikkan.
"
1237,"

 @Tomi Prawiro  lu pasti kadrun 
"
1238,"

 @Fairuz alana filmore  lu juga pasti temannya kardus eh salah kadrun 
"
1239,"

 @Trans Papua  inilah ciri buzzer playing victim , yg lain dibuat seolah2 selalu salah padahal kubu mereka garong sebenernya. Garong duit. Sok2an pancasila
"
1240,"

 @Trans Papua  kadrun cebong dah gak jaman mas
"
1241,"

 @Trans Papua  Bravo Sambo
"
1242,"

 @Fairuz alana filmore  nah lu kenapa gak demo aja ke DPR atau pemerintah biar lu tau sebap akibatnya jika harus BBM naik atau gak di naikan, kenapa lu malah nongol ke komen gua, gua komen gini karena emang faktanya di daerah ku BBM subsidi banyak di timbun dan di jual ke industri sehingga sering terjadi kelangkaan...sekolah dulu lah banyak cari cari informasi biar lu juga gak seperti katak dalam tempurung oke sampai sini pahamkan bang
"
1243,"

 @Fairuz alana filmore  kalau persolan Sambo sy pun setuju dia dihukum seberat beratnya sesuai hukum yg berlaku di negeri ini
"
1244,"

 @Trans Papua  sy jg tau emg gara2 konflik Russia- Ukraina tp yang saya kecewa knp harus pake kata2 ""BBM dinegara lain lebih mahal kan kesannya kyk bocah yg gak mau salah""
"
1245,"

 @HENDRA DONAL  apa bendanya duitnya bantuan langsung dengan uang negara di subsidikan secara tidak langsung subsidi BBM ini kan merupakan bantuan juga tapi kan dalam bentuk subsidi BBM namun dalam pelaksanaannya sasarannya kurang tepat...belajar dulu lah biar paham sedikit
"
1246,"

Pemerintah gemar menaikkan BBM rakyat sudah biasa hidup melarat,kita di sajikan cerita tentang kebersihan tapi rakyat tetap hidup dlm kubangan kemiskinan jika pemerintah punya kesungguhan sudah lama terjadi kebocoran subsidi karena tidak cermat nya pemerintah menghitung di saat APBN jebol pemerintah berempati dengan BLT yg tidak sebanding dengan kenyataan di bawah, presiden tidak salah instruksi perbaikan syteam kerja di partamina tidak di tanggapi dengan serius akhirnya rakyat Indonesia yang di bawah garis kemiskinan
"
1247,"

saya sangat yakin, mbak PUAN MAHARANI bakal nangis2 atas kenaikan ini
"
1248,"


"
1249,"

Nangis bahagia
"
1250,"

 @Haryandu Hyd  pastinya iya
"
1251,"

Gorengan kampanye yekan?. Awkwk
"
1252,"

nagngis enggak ya 
"
1253,"

Logika dan akal sehat gak jalan klo kek gini, negara lain BBM mahal wajar, mereka hanya punya sedikit ladang minyak bahkan ada yg sama sekali tidak memiliki ladang minyak, lah kita di Indonesia semuanya punya, dalil mana lg yg mau di jadiin argumentasi klo semua kebutuhan dinaik2in, yg bikin harga naik itu oknum-oknum yang kaga jelas, klo dalilnya diluar itu rakyat gak percaya,
"
1254,"

Saya bukan pemilih presiden Jokowi. Bagi Pemilih atau yg tdk memilih beliau mari sama2 kita bersabar, suka tidak suka harus dijalani kebijak yg sdh di tetapkan. Tidak ada guna menghujat,semoga pada kesempatan pemilu 2024 lebih bijak memilih.
"
1255,"

Siap toh juga kita alami bersama
"
1256,"

Siapapun presidennya tetap akan ambil kebijakan seperti ini. Atau mungkin akan lebiih parah dari Presiden JKW
"
1257,"

yo sama2 belajar dari pengalaman yg pahit ini
"
1258,"

Siapapun yg anda pilih, klo dihadapkan dgn situasi dunia yg bertubi tubi ditimpa masalah terutama COVID & perang Rusia Ukraine tentu tdk ada pilihan lain selain naikkan BBM krn hrg murah hanya menguntungkan pemilik kendraan mewah, sekalipun mrk tau BBM tsb bukan haknya
"
